Year,Year_ending,Local_Government_Area,Location_Division,Location_Subdivision,Location_Group,Incidents_Recorded
2018,December,Moreland,2 Community,23 Religious,231 Church,28
2018,December,Moreland,2 Community,23 Religious,232 Other religious,8
2018,December,Moreland,2 Community,24 Public Transport,241 Train,8
2018,December,Moreland,2 Community,24 Public Transport,242 Train Station,137
2018,December,Moreland,2 Community,24 Public Transport,243 Railway Carpark,67
2018,December,Moreland,2 Community,24 Public Transport,244 Tram/Tram Stop,31
2018,December,Moreland,2 Community,24 Public Transport,245 Bus/Bus Stop,17
2018,December,Moreland,2 Community,24 Public Transport,246 Depot/Terminal,3
2018,December,Moreland,2 Community,24 Public Transport,249 Taxi,18
2018,December,Moreland,2 Community,25 Other Transport,251 Private Car,15
2018,December,Moreland,2 Community,25 Other Transport,253 Boat,1
2018,December,Moreland,2 Community,25 Other Transport,255 Carpark (Single Level),279
2018,December,Moreland,2 Community,25 Other Transport,256 Carpark (Multi Level),38
2018,December,Moreland,2 Community,25 Other Transport,257 Other Transport Type/Area,18
2018,December,Moreland,2 Community,26 Justice,261 Police Station,95
2018,December,Moreland,2 Community,26 Justice,262 Court,1
2018,December,Moreland,2 Community,26 Justice,264 Youth Training Centre,1
2018,December,Moreland,2 Community,26 Justice,265 Other Justice Facility,1
2018,December,Moreland,2 Community,27 Open Space,271 Parkland/Reserve,86
2018,December,Moreland,2 Community,27 Open Space,273 Vacant Block,6
2018,December,Moreland,2 Community,27 Open Space,275 Other Open Space,7
2018,December,Moreland,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"2,757"
2018,December,Moreland,2 Community,29 Other community location,291 Cemetery,19
2018,December,Moreland,2 Community,29 Other community location,292 Civic Centre,5
2018,December,Moreland,2 Community,29 Other community location,293 Gallery,1
2018,December,Moreland,2 Community,29 Other community location,294 Car Wash,15
2018,December,Moreland,3 Other,31 Admin/professional,311 Business Office,89
2018,December,Moreland,3 Other,31 Admin/professional,312 Other Admin/Professional,38
2018,December,Moreland,3 Other,32 Financial,321 Bank,30
2018,December,Moreland,3 Other,32 Financial,323 ATM/Eftpos,9
2018,December,Moreland,3 Other,32 Financial,324 Other Financial,4
2018,December,Moreland,3 Other,33 Retail,331 Chemist/Pharmacy,42
2018,December,Moreland,3 Other,33 Retail,3310 24Hr Convenience,35
2018,December,Moreland,3 Other,33 Retail,3311 Restaurant/Fastfood,169
2018,December,Moreland,3 Other,33 Retail,3312 Other Retail,443
2018,December,Moreland,3 Other,33 Retail,332 Service Station,474
2018,December,Moreland,3 Other,33 Retail,333 Jeweller,11
2018,December,Moreland,3 Other,33 Retail,334 2nd Hand Dealer,13
2018,December,Moreland,3 Other,33 Retail,335 Supermarket,245
2018,December,Moreland,3 Other,33 Retail,336 Department Store,39
2018,December,Moreland,3 Other,33 Retail,337 Shopping Complex,140
2018,December,Moreland,3 Other,33 Retail,338 Car Sales Yard,27
2018,December,Moreland,3 Other,33 Retail,339 Milkbar,25
2018,December,Moreland,3 Other,34 Wholesale,341 Any Wholesale,11
2018,December,Moreland,3 Other,35 Warehousing/storage,351 Warehousing/Storage,33
2018,December,Moreland,3 Other,36 Manufacturing,361 Factory,50
2018,December,Moreland,3 Other,36 Manufacturing,362 Any Manufacturing,15
2018,December,Moreland,3 Other,38 Recreational,381 Licensed Premises,178
2018,December,Moreland,3 Other,38 Recreational,382 Tab,3
2018,December,Moreland,3 Other,38 Recreational,383 Cinema,1
2018,December,Moreland,3 Other,38 Recreational,384 Sport Area/Facility,44
2018,December,Moreland,3 Other,38 Recreational,385 Gaming Venue,40
2018,December,Moreland,3 Other,38 Recreational,386 Other Rec./Sports,38
2018,December,Moreland,3 Other,39 Other location,391 Massage Parlour/Brothel,1
2018,December,Moreland,3 Other,39 Other location,392 Other Location (Not Elsewhere),89
2018,December,Moreland,3 Other,39 Other location,393 Construction Site,41
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,178
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,112 House,"2,139"
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,113 Bungalow,14
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,42
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,115 Houseboat,1
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,116 Ministry Of Housing,20
2018,December,Mornington Peninsula,1 Residential,11 Dwelling - private,117 Farm House,11
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,121 Boarding House,15
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,122 Holiday Home,226
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,123 Guest House,5
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,124 Nursing Home,10
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,20
2018,December,Mornington Peninsula,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,23
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,1310 Farm Building,9
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,132 Backyard,93
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,133 Frontyard,319
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,134 Garage,102
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,135 Shed,68
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,47
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),28
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,471
2018,December,Mornington Peninsula,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,17
2018,December,Mornington Peninsula,2 Community,21 Education,211 School,64
2018,December,Mornington Peninsula,2 Community,21 Education,212 School Grounds,40
2018,December,Mornington Peninsula,2 Community,21 Education,213 Other Educational,4
2018,December,Mornington Peninsula,2 Community,22 Health,221 Hospital,13
2018,December,Mornington Peninsula,2 Community,22 Health,222 Medical Centre,10
2018,December,Mornington Peninsula,2 Community,22 Health,223 Dental,1
2018,December,Mornington Peninsula,2 Community,22 Health,224 Other Health,16
2018,December,Mornington Peninsula,2 Community,23 Religious,231 Church,8
2018,December,Mornington Peninsula,2 Community,24 Public Transport,242 Train Station,10
2018,December,Mornington Peninsula,2 Community,24 Public Transport,243 Railway Carpark,9
2018,December,Mornington Peninsula,2 Community,24 Public Transport,245 Bus/Bus Stop,25
2018,December,Mornington Peninsula,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,December,Mornington Peninsula,2 Community,24 Public Transport,249 Taxi,6
2018,December,Mornington Peninsula,2 Community,25 Other Transport,251 Private Car,13
2018,December,Mornington Peninsula,2 Community,25 Other Transport,253 Boat,5
2018,December,Mornington Peninsula,2 Community,25 Other Transport,254 Dock/Wharf,14
2018,December,Mornington Peninsula,2 Community,25 Other Transport,255 Carpark (Single Level),193
2018,December,Mornington Peninsula,2 Community,25 Other Transport,256 Carpark (Multi Level),5
2018,December,Mornington Peninsula,2 Community,25 Other Transport,257 Other Transport Type/Area,14
2018,December,Mornington Peninsula,2 Community,26 Justice,261 Police Station,96
2018,December,Mornington Peninsula,2 Community,26 Justice,262 Court,58
2018,December,Mornington Peninsula,2 Community,26 Justice,265 Other Justice Facility,2
2018,December,Mornington Peninsula,2 Community,27 Open Space,271 Parkland/Reserve,82
2018,December,Mornington Peninsula,2 Community,27 Open Space,272 Rural,5
2018,December,Mornington Peninsula,2 Community,27 Open Space,273 Vacant Block,6
2018,December,Mornington Peninsula,2 Community,27 Open Space,274 Beach Foreshore,137
2018,December,Mornington Peninsula,2 Community,27 Open Space,275 Other Open Space,17
2018,December,Mornington Peninsula,2 Community,27 Open Space,276 Beach Car Park,31
2018,December,Mornington Peninsula,2 Community,28 Street/footpath,281 Street/Lane/Footpath,"1,473"
2018,December,Mornington Peninsula,2 Community,29 Other community location,291 Cemetery,2
2018,December,Mornington Peninsula,2 Community,29 Other community location,292 Civic Centre,9
2018,December,Mornington Peninsula,2 Community,29 Other community location,293 Gallery,2
2018,December,Mornington Peninsula,2 Community,29 Other community location,294 Car Wash,4
2018,December,Mornington Peninsula,3 Other,31 Admin/professional,311 Business Office,36
2018,December,Mornington Peninsula,3 Other,31 Admin/professional,312 Other Admin/Professional,28
2018,December,Mornington Peninsula,3 Other,32 Financial,321 Bank,23
2018,December,Mornington Peninsula,3 Other,32 Financial,323 ATM/Eftpos,7
2018,December,Mornington Peninsula,3 Other,33 Retail,331 Chemist/Pharmacy,21
2018,December,Mornington Peninsula,3 Other,33 Retail,3310 24Hr Convenience,26
2018,December,Mornington Peninsula,3 Other,33 Retail,3311 Restaurant/Fastfood,114
2018,December,Mornington Peninsula,3 Other,33 Retail,3312 Other Retail,304
2018,December,Mornington Peninsula,3 Other,33 Retail,332 Service Station,284
2018,December,Mornington Peninsula,3 Other,33 Retail,334 2nd Hand Dealer,4
2018,December,Mornington Peninsula,3 Other,33 Retail,335 Supermarket,163
2018,December,Mornington Peninsula,3 Other,33 Retail,336 Department Store,27
2018,December,Mornington Peninsula,3 Other,33 Retail,337 Shopping Complex,140
2018,December,Mornington Peninsula,3 Other,33 Retail,338 Car Sales Yard,37
2018,December,Mornington Peninsula,3 Other,33 Retail,339 Milkbar,11
2018,December,Mornington Peninsula,3 Other,34 Wholesale,341 Any Wholesale,5
2018,December,Mornington Peninsula,3 Other,35 Warehousing/storage,351 Warehousing/Storage,12
2018,December,Mornington Peninsula,3 Other,36 Manufacturing,361 Factory,55
2018,December,Mornington Peninsula,3 Other,36 Manufacturing,362 Any Manufacturing,2
2018,December,Mornington Peninsula,3 Other,37 Agricultural,371 Farmland/Agricultural,10
2018,December,Mornington Peninsula,3 Other,37 Agricultural,373 Other Agricultural,8
2018,December,Mornington Peninsula,3 Other,38 Recreational,381 Licensed Premises,165
2018,December,Mornington Peninsula,3 Other,38 Recreational,383 Cinema,1
2018,December,Mornington Peninsula,3 Other,38 Recreational,384 Sport Area/Facility,31
2018,December,Mornington Peninsula,3 Other,38 Recreational,385 Gaming Venue,6
2018,December,Mornington Peninsula,3 Other,38 Recreational,386 Other Rec./Sports,42
2018,December,Mornington Peninsula,3 Other,39 Other location,392 Other Location (Not Elsewhere),73
2018,December,Mornington Peninsula,3 Other,39 Other location,393 Construction Site,26
2018,December,Mornington Peninsula,3 Other,39 Other location,394 Veterinary Clinic,3
2018,December,Mount Alexander,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,22
2018,December,Mount Alexander,1 Residential,11 Dwelling - private,112 House,173
2018,December,Mount Alexander,1 Residential,11 Dwelling - private,113 Bungalow,2
2018,December,Mount Alexander,1 Residential,11 Dwelling - private,116 Ministry Of Housing,11
2018,December,Mount Alexander,1 Residential,11 Dwelling - private,117 Farm House,6
2018,December,Mount Alexander,1 Residential,12 Dwelling  - non-private,122 Holiday Home,1
2018,December,Mount Alexander,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,December,Mount Alexander,1 Residential,12 Dwelling  - non-private,124 Nursing Home,1
2018,December,Mount Alexander,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,3
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,132 Backyard,14
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,133 Frontyard,24
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,135 Shed,10
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,3
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2018,December,Mount Alexander,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,20
2018,December,Mount Alexander,2 Community,21 Education,211 School,15
2018,December,Mount Alexander,2 Community,21 Education,212 School Grounds,8
2018,December,Mount Alexander,2 Community,22 Health,221 Hospital,2
2018,December,Mount Alexander,2 Community,22 Health,224 Other Health,1
2018,December,Mount Alexander,2 Community,23 Religious,231 Church,3
2018,December,Mount Alexander,2 Community,24 Public Transport,241 Train,1
2018,December,Mount Alexander,2 Community,24 Public Transport,242 Train Station,6
2018,December,Mount Alexander,2 Community,24 Public Transport,243 Railway Carpark,2
2018,December,Mount Alexander,2 Community,25 Other Transport,251 Private Car,1
2018,December,Mount Alexander,2 Community,25 Other Transport,255 Carpark (Single Level),5
2018,December,Mount Alexander,2 Community,25 Other Transport,257 Other Transport Type/Area,4
2018,December,Mount Alexander,2 Community,26 Justice,261 Police Station,14
2018,December,Mount Alexander,2 Community,26 Justice,262 Court,41
2018,December,Mount Alexander,2 Community,26 Justice,269 Other Justice (nec),5
2018,December,Mount Alexander,2 Community,27 Open Space,271 Parkland/Reserve,21
2018,December,Mount Alexander,2 Community,27 Open Space,272 Rural,6
2018,December,Mount Alexander,2 Community,27 Open Space,273 Vacant Block,1
2018,December,Mount Alexander,2 Community,27 Open Space,275 Other Open Space,5
2018,December,Mount Alexander,2 Community,28 Street/footpath,281 Street/Lane/Footpath,96
2018,December,Mount Alexander,2 Community,29 Other community location,292 Civic Centre,2
2018,December,Mount Alexander,3 Other,31 Admin/professional,311 Business Office,8
2018,December,Mount Alexander,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2018,December,Mount Alexander,3 Other,32 Financial,321 Bank,3
2018,December,Mount Alexander,3 Other,32 Financial,323 ATM/Eftpos,1
2018,December,Mount Alexander,3 Other,33 Retail,331 Chemist/Pharmacy,4
2018,December,Mount Alexander,3 Other,33 Retail,3311 Restaurant/Fastfood,2
2018,December,Mount Alexander,3 Other,33 Retail,3312 Other Retail,23
2018,December,Mount Alexander,3 Other,33 Retail,332 Service Station,19
2018,December,Mount Alexander,3 Other,33 Retail,334 2nd Hand Dealer,3
2018,December,Mount Alexander,3 Other,33 Retail,335 Supermarket,14
2018,December,Mount Alexander,3 Other,33 Retail,336 Department Store,3
2018,December,Mount Alexander,3 Other,33 Retail,337 Shopping Complex,2
2018,December,Mount Alexander,3 Other,33 Retail,338 Car Sales Yard,2
2018,December,Mount Alexander,3 Other,34 Wholesale,341 Any Wholesale,2
2018,December,Mount Alexander,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2018,December,Mount Alexander,3 Other,36 Manufacturing,361 Factory,1
2018,December,Mount Alexander,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,December,Mount Alexander,3 Other,37 Agricultural,371 Farmland/Agricultural,9
2018,December,Mount Alexander,3 Other,37 Agricultural,373 Other Agricultural,4
2018,December,Mount Alexander,3 Other,38 Recreational,381 Licensed Premises,6
2018,December,Mount Alexander,3 Other,38 Recreational,384 Sport Area/Facility,4
2018,December,Mount Alexander,3 Other,38 Recreational,386 Other Rec./Sports,3
2018,December,Mount Alexander,3 Other,39 Other location,392 Other Location (Not Elsewhere),13
2018,December,Mount Alexander,3 Other,39 Other location,393 Construction Site,3
